ordernumber,quantityordered,priceeach,orderlinenumber,orderdate,sales,status,productline,msrp,productcode,customername,phone,address,city,state,postalcode,country,territory,contactname,dealsize
10207,45,56.55,2,9-Dec-03,2544.75,Shipped,Trains,62,S32_3207,Diecast Collectables,6175552555,6251 Ingle Ln.,Boston,MA,51003,USA,NA,Valarie Franco,Small
10220,20,52.82,6,12-Feb-04,1056.4,Shipped,Trains,62,S32_3207,"Clover Collections, Co.",+353 1862 1555,25 Maiden Lane,Dublin,Not Applicable,2,Ireland,EMEA,Dean Cassidy,Small
10230,46,60.9,4,15-Mar-04,2801.4,Shipped,Trains,62,S32_3207,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,Frankfurt,Not Applicable,60528,Germany,EMEA,Roland Keitel,Small
10247,40,49.71,6,5-May-04,1988.4,Shipped,Trains,62,S32_3207,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",Espoo,Not Applicable,FIN-02271,Finland,EMEA,Kalle Suominen,Small
10272,45,64.63,6,20-Jul-04,2908.35,Shipped,Trains,62,S32_3207,Diecast Classics Inc.,2155551555,7586 Pompton St.,Allentown,PA,70267,USA,NA,Kyung Yu,Small
10282,36,59.65,9,20-Aug-04,2147.4,Shipped,Trains,62,S32_3207,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,NA,Valarie Nelson,Small
10292,31,67.73,3,8-Sep-04,2099.63,Shipped,Trains,62,S32_3207,Land of Toys Inc.,2125557818,897 Long Airport Avenue,NYC,NY,10022,USA,NA,Kwai Yu,Small
10306,46,50.33,17,14-Oct-04,2315.18,Shipped,Trains,62,S32_3207,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,Not Applicable,EC2 5NT,UK,EMEA,Victoria Ashworth,Small
10314,35,66.49,9,22-Oct-04,2327.15,Shipped,Trains,62,S32_3207,Heintze Collectables,86 21 3555,Smagsloget 45,Aaarhus,Not Applicable,8200,Denmark,EMEA,Palle Ibsen,Small
10325,28,100,2,5-Nov-04,5377.4,Shipped,Trains,62,S32_3207,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,Stavern,Not Applicable,4110,Norway,EMEA,Jonas Bergulfsen,Medium
10336,31,84.71,9,20-Nov-04,2626.01,Shipped,Trains,62,S32_3207,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne",Paris,Not Applicable,75012,France,EMEA,Marie Bertrand,Small
10350,27,100,14,2-Dec-04,4406.4,Shipped,Trains,62,S32_3207,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Not Applicable,28034,Spain,EMEA,Diego Freyre,Medium
10359,22,100,1,15-Dec-04,4301.22,Shipped,Trains,62,S32_3207,Reims Collectables,26.47.1555,59 rue de l'Abbaye,Reims,Not Applicable,51100,France,EMEA,Paul Henriot,Medium
10371,30,99.55,11,23-Jan-05,2986.5,Shipped,Trains,62,S32_3207,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,NA,Valarie Nelson,Small
10383,44,36.07,8,22-Feb-05,1587.08,Shipped,Trains,62,S32_3207,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Not Applicable,28034,Spain,EMEA,Diego Freyre,Small
10394,30,60.28,4,15-Mar-05,1808.4,Shipped,Trains,62,S32_3207,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Not Applicable,28034,Spain,EMEA,Diego Freyre,Small
10413,24,49.71,6,5-May-05,1193.04,Shipped,Trains,62,S32_3207,Gift Depot Inc.,2035552570,25593 South Bay Ln.,Bridgewater,CT,97562,USA,NA,Julie King,Small
10103,45,75.63,7,29-Jan-03,3403.35,Shipped,Trucks and Buses,64,S32_3522,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,Stavern,Not Applicable,4110,Norway,EMEA,Jonas Bergulfsen,Medium
10113,23,68.52,1,26-Mar-03,1575.96,Shipped,Trucks and Buses,64,S32_3522,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,NA,Valarie Nelson,Small
10126,26,62.7,7,28-May-03,1630.2,Shipped,Trucks and Buses,64,S32_3522,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",Madrid,Not Applicable,28023,Spain,EMEA,Mart¡n Sommer,Small
10140,28,60.76,7,24-Jul-03,1701.28,Shipped,Trucks and Buses,64,S32_3522,Technics Stores Inc.,6505556809,9408 Furth Circle,Burlingame,CA,94217,USA,NA,Juri Hirano,Small
10150,49,58.18,4,19-Sep-03,2850.82,Shipped,Trucks and Buses,64,S32_3522,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Not Applicable,79903,Singapore,Japan,Eric Natividad,Small
10164,49,54.94,5,21-Oct-03,2692.06,Resolved,Trucks and Buses,64,S32_3522,Mini Auto Werke,7675-3555,Kirchgasse 6,Graz,Not Applicable,8010,Austria,EMEA,Roland Mendel,Small
10175,29,74.98,12,6-Nov-03,2174.42,Shipped,Trucks and Buses,64,S32_3522,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,London,Not Applicable,WX3 6FW,UK,EMEA,Ann Brown,Small
10183,49,64.64,4,13-Nov-03,3167.36,Shipped,Trucks and Buses,64,S32_3522,"Classic Gift Ideas, Inc",2155554695,782 First Street,Philadelphia,PA,71270,USA,NA,Francisca Cervantes,Medium
10194,39,54.94,7,25-Nov-03,2142.66,Shipped,Trucks and Buses,64,S32_3522,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",Lyon,Not Applicable,69004,France,EMEA,Mary Saveley,Small
10206,36,58.82,2,5-Dec-03,2117.52,Shipped,Trucks and Buses,64,S32_3522,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,Vancouver,BC,V3F 2K1,Canada,NA,Yoshi Tannamuri,Small
10217,39,62.05,7,4-Feb-04,2419.95,Shipped,Trucks and Buses,64,S32_3522,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,Not Applicable,69045,Singapore,APAC,Wendy Victorino,Small
10229,30,73.04,12,11-Mar-04,2191.2,Shipped,Trucks and Buses,64,S32_3522,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,NA,Valarie Nelson,Small
10245,44,69.16,5,4-May-04,3043.04,Shipped,Trucks and Buses,64,S32_3522,Super Scale Inc.,2035559545,567 North Pendale Street,New Haven,CT,97823,USA,NA,Leslie Murphy,Medium
10258,20,61.41,2,15-Jun-04,1228.2,Shipped,Trucks and Buses,64,S32_3522,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,Minato-ku,Tokyo,106-0032,Japan,Japan,Akiko Shimamura,Small
10270,21,63.35,5,19-Jul-04,1330.35,Shipped,Trucks and Buses,64,S32_3522,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,NSW,2067,Australia,APAC,Adrian Huxley,Small
10281,36,77.57,12,19-Aug-04,2792.52,Shipped,Trucks and Buses,64,S32_3522,Diecast Classics Inc.,2155551555,7586 Pompton St.,Allentown,PA,70267,USA,NA,Kyung Yu,Small
10291,32,71.75,7,8-Sep-04,2296,Shipped,Trucks and Buses,64,S32_3522,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,Boras,Not Applicable,S-844 67,Sweden,EMEA,Maria Larsson,Small
10304,36,73.04,2,11-Oct-04,2629.44,Shipped,Trucks and Buses,64,S32_3522,Auto Assoc. & Cie.,30.59.8555,"67, avenue de l'Europe",Versailles,Not Applicable,78000,France,EMEA,Daniel Tonini,Small
10313,34,56.24,10,22-Oct-04,1912.16,Shipped,Trucks and Buses,64,S32_3522,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,Vancouver,BC,V3F 2K1,Canada,NA,Yoshi Tannamuri,Small
10324,48,100,4,5-Nov-04,8209.44,Shipped,Trucks and Buses,64,S32_3522,Vitachrome Inc.,2125551500,2678 Kingston Rd.,NYC,NY,10022,USA,NA,Michael Frick,Large
10333,33,73.69,4,18-Nov-04,2431.77,Shipped,Trucks and Buses,64,S32_3522,Mini Wheels Co.,6505555787,5557 North Pendale Street,San Francisco,CA,N/A,USA,NA,Julie Murphy,Small
10348,31,100,5,1-Nov-04,3139.99,Shipped,Trucks and Buses,64,S32_3522,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",Madrid,Not Applicable,28023,Spain,EMEA,Mart¡n Sommer,Medium
10358,36,100,2,10-Dec-04,5669.64,Shipped,Trucks and Buses,64,S32_3522,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Not Applicable,28034,Spain,EMEA,Diego Freyre,Medium
10370,25,100,3,20-Jan-05,3160.25,Shipped,Trucks and Buses,64,S32_3522,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,NSW,2060,Australia,APAC,Anna O'Hara,Medium
10382,48,100,8,17-Feb-05,6799.68,Shipped,Trucks and Buses,64,S32_3522,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,NA,Valarie Nelson,Medium
10411,27,69.16,5,1-May-05,1867.32,Shipped,Trucks and Buses,64,S32_3522,Quebec Home Shopping Network,(514) 555-8054,43 rue St. Laurent,Montreal,Quebec,H1J 1C3,Canada,NA,Jean Fresnisre,Small
10424,44,61.41,2,31-May-05,2702.04,In Process,Trucks and Buses,64,S32_3522,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Not Applicable,28034,Spain,EMEA,Diego Freyre,Small
10106,33,72.92,5,17-Feb-03,2406.36,Shipped,Vintage Cars,68,S32_4289,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,Bergamo,Not Applicable,24100,Italy,EMEA,Giovanni Rovelli,Small
10120,29,72.23,11,29-Apr-03,2094.67,Shipped,Vintage Cars,68,S32_4289,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,Victoria,3004,Australia,APAC,Peter Ferguson,Small
10133,49,57.1,6,27-Jun-03,2797.9,Shipped,Vintage Cars,68,S32_4289,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Not Applicable,28034,Spain,EMEA,Diego Freyre,Small
10144,20,81.86,1,13-Aug-03,1637.2,Shipped,Vintage Cars,68,S32_4289,Royale Belge,(071) 23 67 2555,"Boulevard Tirou, 255",Charleroi,Not Applicable,B-6000,Belgium,EMEA,Pascale Cartrain,Small
10168,31,73.61,12,28-Oct-03,2281.91,Shipped,Vintage Cars,68,S32_4289,Technics Stores Inc.,6505556809,9408 Furth Circle,Burlingame,CA,94217,USA,NA,Juri Hirano,Small
10210,39,59.16,10,12-Jan-04,2307.24,Shipped,Vintage Cars,68,S32_4289,Osaka Souveniers Co.,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,Osaka,530-0003,Japan,Japan,Mory Kentary,Small
10223,20,66.04,12,20-Feb-04,1320.8,Shipped,Vintage Cars,68,S32_4289,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,Victoria,3004,Australia,APAC,Peter Ferguson,Small
10235,34,77.73,6,2-Apr-04,2642.82,Shipped,Vintage Cars,68,S32_4289,"Royal Canadian Collectables, Ltd.",(604) 555-4555,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada,NA,Elizabeth Lincoln,Small
10250,50,61.22,7,11-May-04,3061,Shipped,Vintage Cars,68,S32_4289,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,San Jose,CA,94217,USA,NA,Sue Frick,Medium
10262,40,79.11,2,24-Jun-04,3164.4,Cancelled,Vintage Cars,68,S32_4289,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Not Applicable,28034,Spain,EMEA,Diego Freyre,Medium
10275,28,63.97,12,23-Jul-04,1791.16,Shipped,Vintage Cars,68,S32_4289,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,Not Applicable,44000,France,EMEA,Janine Labrune,Small
10284,50,81.86,4,21-Aug-04,4093,Shipped,Vintage Cars,68,S32_4289,"Norway Gifts By Mail, Co.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",Oslo,Not Applicable,N 0106,Norway,EMEA,Jan Klaeboe,Medium
10297,28,79.8,7,16-Sep-04,2234.4,Shipped,Vintage Cars,68,S32_4289,"Clover Collections, Co.",+353 1862 1555,25 Maiden Lane,Dublin,Not Applicable,2,Ireland,EMEA,Dean Cassidy,Small
10308,46,66.04,10,15-Oct-04,3037.84,Shipped,Vintage Cars,68,S32_4289,Mini Classics,9145554562,3758 North Pendale Street,White Plains,NY,24067,USA,NA,Steve Frick,Medium
10316,24,59.16,2,1-Nov-04,1419.84,Shipped,Vintage Cars,68,S32_4289,giftsbymail.co.uk,(198) 555-8888,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK,EMEA,Helen Bennett,Small
10328,24,81.17,5,12-Nov-04,1948.08,Shipped,Vintage Cars,68,S32_4289,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,Bergamo,Not Applicable,24100,Italy,EMEA,Giovanni Rovelli,Small
10340,39,59.16,3,24-Nov-04,2307.24,Shipped,Vintage Cars,68,S32_4289,Enaco Distributors,(93) 203 4555,"Rambla de Catalu¤a, 23",Barcelona,Not Applicable,8022,Spain,EMEA,Eduardo Saavedra,Small
10353,40,44.51,7,4-Dec-04,1780.4,Shipped,Vintage Cars,68,S32_4289,Gift Ideas Corp.,2035554407,2440 Pompton St.,Glendale,CT,97561,USA,NA,Dan Lewis,Small
10361,49,72.33,2,17-Dec-04,3544.17,Shipped,Vintage Cars,68,S32_4289,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,NSW,2067,Australia,APAC,Adrian Huxley,Medium
10375,44,82.26,4,3-Feb-05,3619.44,Shipped,Vintage Cars,68,S32_4289,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,Not Applicable,44000,France,EMEA,Janine Labrune,Medium
10388,35,100,8,3-Mar-05,3918.95,Shipped,Vintage Cars,68,S32_4289,FunGiftIdeas.com,5085552555,1785 First Street,New Bedford,MA,50553,USA,NA,Violeta Benitez,Medium
10398,22,67.41,4,30-Mar-05,1483.02,Shipped,Vintage Cars,68,S32_4289,Reims Collectables,26.47.1555,59 rue de l'Abbaye,Reims,Not Applicable,51100,France,EMEA,Paul Henriot,Small
10401,62,77.73,6,3-Apr-05,4819.26,On Hold,Vintage Cars,68,S32_4289,Tekni Collectables Inc.,2015559350,7476 Moss Rd.,Newark,NJ,94019,USA,NA,William Brown,Medium
10416,26,61.22,7,10-May-05,1591.72,Shipped,Vintage Cars,68,S32_4289,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Reggio Emilia,Not Applicable,42100,Italy,EMEA,Maurizio Moroni,Small
10108,31,100,16,3-Mar-03,3669.78,Shipped,Motorcycles,102,S32_4485,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,Makati City,Not Applicable,1227 MM,Philippines,Japan,Arnold Cruz,Medium
10121,25,86.74,3,7-May-03,2168.5,Shipped,Motorcycles,102,S32_4485,Reims Collectables,26.47.1555,59 rue de l'Abbaye,Reims,Not Applicable,51100,France,EMEA,Paul Henriot,Small
10135,30,89.8,17,2-Jul-03,2694,Shipped,Motorcycles,102,S32_4485,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,NA,Valarie Nelson,Small
10145,27,100,4,25-Aug-03,3251.34,Shipped,Motorcycles,102,S32_4485,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,Pasadena,CA,90003,USA,NA,Julie Young,Medium
10159,23,100,12,10-Oct-03,2347.15,Shipped,Motorcycles,102,S32_4485,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,San Francisco,CA,N/A,USA,NA,Julie Brown,Small
10169,34,100,12,4-Nov-03,3920.88,Shipped,Motorcycles,102,S32_4485,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,NSW,2060,Australia,APAC,Anna O'Hara,Medium
10180,22,100,7,11-Nov-03,2514.6,Shipped,Motorcycles,102,S32_4485,Daedalus Designs Imports,20.16.1555,"184, chausse de Tournai",Lille,Not Applicable,59000,France,EMEA,Martine Rance,Small
10190,42,85.72,4,19-Nov-03,3600.24,Shipped,Motorcycles,102,S32_4485,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Not Applicable,28034,Spain,EMEA,Diego Freyre,Medium
10211,37,100,12,15-Jan-04,4040.03,Shipped,Motorcycles,102,S32_4485,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",Paris,Not Applicable,75016,France,EMEA,Dominique Perrier,Medium
10224,30,100,5,21-Feb-04,3336.9,Shipped,Motorcycles,102,S32_4485,Daedalus Designs Imports,20.16.1555,"184, chausse de Tournai",Lille,Not Applicable,59000,France,EMEA,Martine Rance,Medium
10237,27,100,5,5-Apr-04,3113.64,Shipped,Motorcycles,102,S32_4485,Vitachrome Inc.,2125551500,2678 Kingston Rd.,NYC,NY,10022,USA,NA,Michael Frick,Medium
10252,25,100,9,26-May-04,2832,Shipped,Motorcycles,102,S32_4485,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",Paris,Not Applicable,75016,France,EMEA,Dominique Perrier,Small
10264,34,97.97,7,30-Jun-04,3330.98,Shipped,Motorcycles,102,S32_4485,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,Boston,MA,51003,USA,NA,Juri Yoshido,Medium
10276,38,100,13,2-Aug-04,4304.64,Shipped,Motorcycles,102,S32_4485,Online Mini Collectables,6175557555,7635 Spinnaker Dr.,Brickhaven,MA,58339,USA,NA,Miguel Barajas,Medium
10285,26,100,4,27-Aug-04,2600.26,Shipped,Motorcycles,102,S32_4485,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,Cambridge,MA,51247,USA,NA,Marta Hernandez,Small
10299,38,100,7,30-Sep-04,4382.16,Shipped,Motorcycles,102,S32_4485,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,Helsinki,Not Applicable,21240,Finland,EMEA,Matti Karttunen,Medium
10309,50,84.7,3,15-Oct-04,4235,Shipped,Motorcycles,102,S32_4485,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,Stavern,Not Applicable,4110,Norway,EMEA,Jonas Bergulfsen,Medium
10319,22,100,8,3-Nov-04,2626.8,Shipped,Motorcycles,102,S32_4485,Microscale Inc.,2125551957,5290 North Pendale Street,NYC,NY,10022,USA,NA,Kee Kuo,Small
10331,32,100,4,17-Nov-04,5026.56,Shipped,Motorcycles,102,S32_4485,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,Philadelphia,PA,71270,USA,NA,Rosa Hernandez,Medium
10341,31,71.02,4,24-Nov-04,2201.62,Shipped,Motorcycles,102,S32_4485,Salzburg Collectables,6562-9555,Geislweg 14,Salzburg,Not Applicable,5020,Austria,EMEA,Georg Pipps,Small
10355,40,100,5,7-Dec-04,4326.8,Shipped,Motorcycles,102,S32_4485,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Not Applicable,28034,Spain,EMEA,Diego Freyre,Medium
10365,22,100,3,7-Jan-05,3425.18,Shipped,Motorcycles,102,S32_4485,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,New Bedford,MA,50553,USA,NA,Wing C Tam,Medium
10375,41,100,15,3-Feb-05,4701.88,Shipped,Motorcycles,102,S32_4485,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,Not Applicable,44000,France,EMEA,Janine Labrune,Medium
10390,45,48.98,12,4-Mar-05,2204.1,Shipped,Motorcycles,102,S32_4485,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,NA,Valarie Nelson,Small
10403,45,100,5,8-Apr-05,5189.4,Shipped,Motorcycles,102,S32_4485,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,Liverpool,Not Applicable,WX1 6LT,UK,EMEA,Elizabeth Devon,Medium
10106,39,40.15,6,17-Feb-03,1565.85,Shipped,Vintage Cars,43,S50_1341,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,Bergamo,Not Applicable,24100,Italy,EMEA,Giovanni Rovelli,Small
10120,49,50.62,12,29-Apr-03,2480.38,Shipped,Vintage Cars,43,S50_1341,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,Victoria,3004,Australia,APAC,Peter Ferguson,Small
10133,27,50.19,7,27-Jun-03,1355.13,Shipped,Vintage Cars,43,S50_1341,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Not Applicable,28034,Spain,EMEA,Diego Freyre,Small
10143,34,36.66,1,10-Aug-03,1246.44,Shipped,Vintage Cars,43,S50_1341,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,New Bedford,MA,50553,USA,NA,Wing C Tam,Small
10156,20,41.02,1,8-Oct-03,820.4,Shipped,Vintage Cars,43,S50_1341,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Not Applicable,28034,Spain,EMEA,Diego Freyre,Small
10168,48,51.93,13,28-Oct-03,2492.64,Shipped,Vintage Cars,43,S50_1341,Technics Stores Inc.,6505556809,9408 Furth Circle,Burlingame,CA,94217,USA,NA,Juri Hirano,Small
10199,29,38.4,1,1-Dec-03,1113.6,Shipped,Vintage Cars,43,S50_1341,West Coast Collectables Co.,3105553722,3675 Furth Circle,Burbank,CA,94019,USA,NA,Steve Thompson,Small
10210,43,41.02,11,12-Jan-04,1763.86,Shipped,Vintage Cars,43,S50_1341,Osaka Souveniers Co.,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,Osaka,530-0003,Japan,Japan,Mory Kentary,Small
10223,41,46.26,13,20-Feb-04,1896.66,Shipped,Vintage Cars,43,S50_1341,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,Victoria,3004,Australia,APAC,Peter Ferguson,Small
10235,41,35.35,7,2-Apr-04,1449.35,Shipped,Vintage Cars,43,S50_1341,"Royal Canadian Collectables, Ltd.",(604) 555-4555,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada,NA,Elizabeth Lincoln,Small
10250,36,51.93,8,11-May-04,1869.48,Shipped,Vintage Cars,43,S50_1341,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,San Jose,CA,94217,USA,NA,Sue Frick,Small
10262,49,37.97,3,24-Jun-04,1860.53,Cancelled,Vintage Cars,43,S50_1341,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Not Applicable,28034,Spain,EMEA,Diego Freyre,Small
10275,38,45.39,13,23-Jul-04,1724.82,Shipped,Vintage Cars,43,S50_1341,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,Not Applicable,44000,France,EMEA,Janine Labrune,Small
10284,33,51.93,5,21-Aug-04,1713.69,Shipped,Vintage Cars,43,S50_1341,"Norway Gifts By Mail, Co.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",Oslo,Not Applicable,N 0106,Norway,EMEA,Jan Klaeboe,Small
10296,26,48.44,1,15-Sep-04,1259.44,Shipped,Vintage Cars,43,S50_1341,"Bavarian Collectables Imports, Co.",+49 89 61 08 9555,Hansastr. 15,Munich,Not Applicable,80686,Germany,EMEA,Michael Donnermeyer,Small
10308,47,43.64,11,15-Oct-04,2051.08,Shipped,Vintage Cars,43,S50_1341,Mini Classics,9145554562,3758 North Pendale Street,White Plains,NY,24067,USA,NA,Steve Frick,Small
10316,34,47.57,3,1-Nov-04,1617.38,Shipped,Vintage Cars,43,S50_1341,giftsbymail.co.uk,(198) 555-8888,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK,EMEA,Helen Bennett,Small
10328,34,51.93,7,12-Nov-04,1765.62,Shipped,Vintage Cars,43,S50_1341,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,Bergamo,Not Applicable,24100,Italy,EMEA,Giovanni Rovelli,Small
10340,40,50.62,4,24-Nov-04,2024.8,Shipped,Vintage Cars,43,S50_1341,Enaco Distributors,(93) 203 4555,"Rambla de Catalu¤a, 23",Barcelona,Not Applicable,8022,Spain,EMEA,Eduardo Saavedra,Small
10353,40,82.21,8,4-Dec-04,3288.4,Shipped,Vintage Cars,43,S50_1341,Gift Ideas Corp.,2035554407,2440 Pompton St.,Glendale,CT,97561,USA,NA,Dan Lewis,Medium
10361,33,82.59,3,17-Dec-04,2725.47,Shipped,Vintage Cars,43,S50_1341,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,NSW,2067,Australia,APAC,Adrian Huxley,Small
10375,49,65.8,5,3-Feb-05,3224.2,Shipped,Vintage Cars,43,S50_1341,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,Not Applicable,44000,France,EMEA,Janine Labrune,Medium
10388,27,100,1,3-Mar-05,3211.38,Shipped,Vintage Cars,43,S50_1341,FunGiftIdeas.com,5085552555,1785 First Street,New Bedford,MA,50553,USA,NA,Violeta Benitez,Medium
10398,49,36.66,5,30-Mar-05,1796.34,Shipped,Vintage Cars,43,S50_1341,Reims Collectables,26.47.1555,59 rue de l'Abbaye,Reims,Not Applicable,51100,France,EMEA,Paul Henriot,Small
10401,56,35.35,7,3-Apr-05,1979.6,On Hold,Vintage Cars,43,S50_1341,Tekni Collectables Inc.,2015559350,7476 Moss Rd.,Newark,NJ,94019,USA,NA,William Brown,Small
10416,37,51.93,8,10-May-05,1921.41,Shipped,Vintage Cars,43,S50_1341,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Reggio Emilia,Not Applicable,42100,Italy,EMEA,Maurizio Moroni,Small
10104,33,100,7,31-Jan-03,3705.24,Shipped,Trucks and Buses,115,S50_1392,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Not Applicable,28034,Spain,EMEA,Diego Freyre,Medium
10115,27,100,3,4-Apr-03,2843.91,Shipped,Trucks and Buses,115,S50_1392,Classic Legends Inc.,2125558493,5905 Pompton St.,NYC,NY,10022,USA,NA,Maria Hernandez,Small
10127,46,100,9,3-Jun-03,6176.42,Shipped,Trucks and Buses,115,S50_1392,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,NY,10022,USA,NA,Jeff Young,Medium
10141,44,100,3,1-Aug-03,5500.44,Shipped,Trucks and Buses,115,S50_1392,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",Espoo,Not Applicable,FIN-02271,Finland,EMEA,Kalle Suominen,Medium
10151,26,100,1,21-Sep-03,3220.1,Shipped,Trucks and Buses,115,S50_1392,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,Oulu,Not Applicable,90110,Finland,EMEA,Pirkko Koskitalo,Medium
10165,48,94.92,10,22-Oct-03,4556.16,Shipped,Trucks and Buses,115,S50_1392,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Not Applicable,79903,Singapore,Japan,Eric Natividad,Medium
10176,23,100,9,6-Nov-03,3114.89,Shipped,Trucks and Buses,115,S50_1392,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Reggio Emilia,Not Applicable,42100,Italy,EMEA,Maurizio Moroni,Medium
